,id_factura,user_id,email,nombre,ciudad,direccion,documento_identidad,subtotal,precio_envio,total,fecha
14914,943,laura.johnston6069,johana97@example.com,Laura Johnston,Medellín,"Carrera 45 # 4-1 Sur, Bello, 472192",7116860644,29228580,10000,29238580,2023-02-16
12042,944,irene.mimms5386,claudia65@example.net,Irene Mimms,Cali,"Calle 73 Este # 7-75, Florencia, 443914",7111565078,13758582,10000,13768582,2023-11-23
1492,945,ralph.garcia3385,galarcon@example.com,Ralph Garcia,Medellín,"Carrera 9ª # 7Z-3 Sur, Entrerríos, 086463",6323452820,22283840,10000,22293840,2023-08-11
7184,946,celia.coker8241,smithduran@example.com,Celia Coker,Cali,"Cl. 8ª # 8P-6 Este, El Carmen de Bolívar, 763705",8087058571,4382250,10000,4392250,2023-05-01
6942,947,laura.carson9568,campocarlos@example.net,Laura Carson,Cali,"Av. Magdalena # 8-46 Sur, Pamplonita, 130049",5231792257,8968020,10000,8978020,2023-03-02
3580,948,billy.johnson8688,vivianagiraldo@example.org,Billy Johnson,Cali,"Av. calle 4ª # 38U-7 Este, Ragonvalia, 053263",647082283,2138938,10000,2148938,2023-10-31
8142,949,david.hazelhurst3795,mejiafederico@example.org,David Hazelhurst,Cali,"Carrera 104 Sur # 8O-3 Sur, El Paso, 502330",5618311202,31535416,10000,31545416,2023-09-15
11116,950,ronda.martin802,hernanalvarez@example.org,Ronda Martin,Medellín,"Carrera 83 # 2-43 Este, Isnos, 441831",3583518269,11787240,10000,11797240,2023-08-31
699,951,vincent.krys523,juan64@example.org,Vincent Krys,Cali,"Dg. 167C # 82-75, Salazar, 235579",1794231470,4417545,10000,4427545,2023-03-09
3637,952,katie.aguayo756,armando84@example.org,Katie Aguayo,Medellín,"Carrera 2D Este # 83K-9 Sur, El Rosal, 175737",277103425,23635262,10000,23645262,2023-11-01
8313,953,gregory.major5558,aguirrejuliana@example.net,Gregory Major,Medellín,"Carrera 4A # 37J-8 Sur, Neira, 738359",2337461504,3636640,10000,3646640,2023-12-25
752,954,scott.nielsen7670,lperez@example.net,Scott Nielsen,Cali,"Transversal 28 # 99-6 Este, Envigado, 111456",8646966816,11801352,10000,11811352,2023-01-14
13555,955,phyllis.dotson7243,adrianalondono@example.org,Phyllis Dotson,Cali,"Cr. 50I # 1-5, Cubará, 472412",6961332101,580244,10000,590244,2023-03-05
6006,956,walter.sulley4826,cblanco@example.net,Walter Sulley,Cartagena,"Tr. 3J # 4-75 Sur, Río Iró, 666160",327424664,27950244,10000,27960244,2023-05-23
6085,957,juana.anderson5479,linagutierrez@example.com,Juana Anderson,Cali,"Av. calle 156 # 5-5, San Martín, 198663",7198877103,3732422,10000,3742422,2023-02-14
11057,958,carolyn.murphey9014,doloresgiraldo@example.org,Carolyn Murphey,Cali,"Avenida Aguilar # 4-5 Sur, Norcasia, 999768",2658638103,319102,10000,329102,2023-03-09
8650,959,nathan.pellerin7345,ginahernandez@example.com,Nathan Pellerin,Cali,"Tr. 8K # 57-9 Sur, Purificación, 739325",3008224601,11329227,10000,11339227,2023-09-09
13163,960,randy.kosiba343,adrianaarias@example.com,Randy Kosiba,Medellín,"Cr. 6ª # 2L-69 Sur, Pana Pana, 851410",2623115556,20054132,10000,20064132,2023-09-13
12974,961,clifton.pruitt8491,patricia07@example.com,Clifton Pruitt,Cali,"Calle 118 # 95Y-17 Este, Fusagasugá, 819763",8790778675,8380533,10000,8390533,2023-08-09
2203,962,mark.hubbard6592,olayaalfonso@example.net,Mark Hubbard,Medellín,"Tr. 5O # 71-1, San José de Uré, 088012",9399242171,2931216,10000,2941216,2023-01-13
8865,963,paul.delgado9133,mendezjose@example.org,Paul Delgado,Medellín,"Cl. 41R # 5-21, Pulí, 056828",7909761771,17749032,10000,17759032,2023-07-31
7748,964,thomas.cook1295,restreposantiago@example.org,Thomas Cook,Medellín,"Cl. 31 # 7J-88, Toribío, 737813",2316596336,1584808,10000,1594808,2023-04-20
2599,965,maria.davison4747,elkingomez@example.org,Maria Davison,Bogotá,"Dg. 32 # 99-44 Sur, Aguadas, 056945",9259875449,7961016,10000,7971016,2023-05-07
13216,966,carolyn.sartoris9206,jose85@example.com,Carolyn Sartoris,Medellín,"Carrera 21 # 6-1 Sur, San Juan de Arama, 704794",3460032133,4345604,10000,4355604,2023-09-27
13295,967,evan.williams1925,luzsuarez@example.com,Evan Williams,Medellín,"Cl. 8V # 9-7, Ciénega, 412141",4073679913,19547892,10000,19557892,2023-03-20
10081,968,lynda.richard7924,fernando21@example.com,Lynda Richard,Cali,"Carrera 76 # 6-74, Sitionuevo, 410509",8171273916,8957406,10000,8967406,2023-10-11
7047,969,joseph.washinton3689,klondono@example.com,Joseph Washinton,Cali,"Carrera 184 # 6-93, Pital, 279577",2988441428,18329612,10000,18339612,2023-02-04
6689,970,gonzalo.perkins2639,yacevedo@example.com,Gonzalo Perkins,Bogotá,"Cr. 51 # 2-67 Este, Mesetas, 855371",9448830763,33486786,10000,33496786,2023-04-05
13070,971,carlos.magers8658,silvaguillermo@example.net,Carlos Magers,Cali,"Tr. 2ª # 7-32, Caldas, 663000",8631825071,18196512,10000,18206512,2023-02-20
77,972,christopher.foster644,daniela38@example.com,Christopher Foster,Cartagena,"Cr. 32 # 35-3 Sur, Pacoa, 273559",4199012726,16630156,10000,16640156,2023-05-08
6059,973,jason.whitfield3028,hsaavedra@example.com,Jason Whitfield,Medellín,"Av. carrera 95 # 64-12, Rionegro, 706738",7863752286,14166808,10000,14176808,2023-10-24
7229,974,tanya.bradley9391,xvera@example.org,Tanya Bradley,Cali,"Avenida carrera 81 # 75-8, Pelaya, 442360",2911911105,4714746,10000,4724746,2023-02-04
6997,975,samuel.wilcox9346,mauricio86@example.com,Samuel Wilcox,Bogotá,"Carrera 3ª # 27-73, Belmira, 207438",3361323737,11789388,10000,11799388,2023-11-06
4644,976,wendy.kowalewski1095,carmenbuitrago@example.net,Wendy Kowalewski,Medellín,"Cl. 123 # 5-5 Sur, Santa Rosalía, 858498",6506991633,31448480,10000,31458480,2023-02-08
780,977,peter.littleton7339,martinezhenry@example.org,Peter Littleton,Bogotá,"Av. carrera 137 # 2-1, Gamarra, 857306",7780988160,12143196,10000,12153196,2023-01-30
13818,978,charles.johnson3274,varboleda@example.com,Charles Johnson,Cartagena,"Cl. 20 # 7-10, Guavatá, 233544",5957826994,14576216,10000,14586216,2023-10-15
2485,979,jean.lobato7238,mariavergara@example.net,Jean Lobato,Bogotá,"Carrera 171 # 86-8 Este, Samacá, 418132",189830569,3369936,10000,3379936,2023-12-20
10102,980,dixie.abbott2846,renteriasantiago@example.net,Dixie Abbott,Cali,"Av. carrera 48 # 63-93 Sur, Maripí, 867268",9106494573,2677488,10000,2687488,2023-02-19
1306,981,sandra.millsap3216,gonzalolopez@example.net,Sandra Millsap,Medellín,"Cr. 36 # 95-4, San José del Guaviare, 867147",205409756,932368,10000,942368,2023-11-29
6994,982,wayne.acosta2334,enriquejimenez@example.org,Wayne Acosta,Cartagena,"Av. Marín # 94-1 Este, Remedios, 135871",1500711060,15865970,10000,15875970,2023-01-26
10213,983,richard.moore6357,hectorhurtado@example.com,Richard Moore,Medellín,"Transversal 7 Sur # 8-4 Sur, Condoto, 448980",7388420355,33309504,10000,33319504,2023-12-02
11002,984,glenn.dabbs1424,mcardenas@example.com,Glenn Dabbs,Cali,"Carrera 11 # 2-7 Sur, Necoclí, 882652",695526384,943277,10000,953277,2023-05-24
3967,985,william.coleman6073,alejandrarendon@example.net,William Coleman,Cali,"Cr. 133 # 8-6 Sur, La Belleza, 082631",3612189583,2230760,10000,2240760,2023-05-08
483,986,vanessa.williams4720,francomaria@example.com,Vanessa Williams,Cali,"Av. Cundinamarca # 4-3 Sur, Santander de Quilichao, 970841",6823305328,5027106,10000,5037106,2023-01-20
3596,987,mark.reichert8928,sergio33@example.org,Mark Reichert,Cartagena,"Cr. 47 # 1-95 Este, Piedecuesta, 665783",4272713990,9382734,10000,9392734,2023-10-11
1769,988,nick.casillas4956,vasquezmery@example.org,Nick Casillas,Medellín,"Dg. 8ª # 2N-7 Sur, Tibú, 997011",7588213182,5123308,10000,5133308,2023-06-27
13155,989,richard.przybyla3406,hguerra@example.net,Richard Przybyla,Cartagena,"Calle 43 # 73I-96, Río Iró, 709113",1396529962,6988464,10000,6998464,2023-11-03
8933,990,zachary.tanner8719,morenojavier@example.org,Zachary Tanner,Cali,"Diagonal 62 Sur # 7-65 Sur, Guayatá, 175080",4892333683,28732752,10000,28742752,2023-08-12
7553,991,samuel.hebb1755,cabreramarco@example.org,Samuel Hebb,Cali,"Cr. 193 # 2Y-1 Sur, La Playa, 138646",6480130289,5513592,10000,5523592,2023-03-04
9708,992,linda.mccann6328,tfajardo@example.com,Linda Mccann,Cartagena,"Av. calle 75 # 6-7 Sur, Polonuevo, 195419",7905645430,16890496,10000,16900496,2023-10-05
6825,993,matthew.bryd4550,guerreroleidy@example.com,Matthew Bryd,Medellín,"Carrera 5ª # 85-51 Sur, Guapi, 157770",2951612861,12557237,10000,12567237,2023-05-30
13931,994,lorna.carter146,gonzalesmauricio@example.com,Lorna Carter,Cartagena,"Avenida carrera 156 # 4-74, Honda, 705362",4894670407,166542,10000,176542,2023-09-20
1591,995,ruth.lartigue3524,ines04@example.org,Ruth Lartigue,Bogotá,"Calle 62 # 7-71, Villavicencio, 477813",9026482708,19054752,10000,19064752,2023-05-08
14903,996,charles.barnett146,jimenezviviana@example.net,Charles Barnett,Cartagena,"Dg. 192X # 45-66 Sur, Yopal, 137142",8458780702,2476152,10000,2486152,2023-07-26
11712,997,gena.juarez6876,margarita09@example.com,Gena Juarez,Medellín,"Calle 51 # 77-73 Sur, Ocaña, 179695",5106691201,8279991,10000,8289991,2023-07-03
13967,998,mary.daw4710,davidsierra@example.org,Mary Daw,Cartagena,"Calle 163 Bis # 9-4 Sur, Piojó, 975567",6643858049,1115380,10000,1125380,2023-08-07
3548,999,darrel.conner4616,ramirezyanet@example.com,Darrel Conner,Cali,"Carrera 152 # 2L-1 Este, Santander de Quilichao, 197169",2379028638,5419710,10000,5429710,2023-05-16
11560,1000,ashley.allman6946,fmartinez@example.org,Ashley Allman,Medellín,"Avenida calle 129 # 5P-17, San Juan del Cesar, 959816",7910976270,4178724,10000,4188724,2023-02-09
1340,1001,michael.yuen8631,cguzman@example.com,Michael Yuen,Bogotá,"Cl. 97 # 98-8 Sur, El Peñón, 415765",6394751192,33613407,10000,33623407,2023-01-07
11846,1002,emil.brown3311,monsalveyasmin@example.org,Emil Brown,Cartagena,"Carrera 112 # 10-5 Este, Nátaga, 525267",8164146538,17352768,10000,17362768,2023-02-23
4529,1003,shirley.dooling6337,jairo08@example.net,Shirley Dooling,Medellín,"Cr. 63 # 2-5 Este, Olaya Herrera, 667938",8276850761,10140894,10000,10150894,2023-05-31
178,1004,hilda.ciprian8652,alejandra00@example.net,Hilda Ciprian,Medellín,"Transversal 99 # 47-23 Sur, Puerto Carreño, 702839",5049956951,3545746,10000,3555746,2024-01-01
3744,1005,helen.boxx1471,edwarpaz@example.com,Helen Boxx,Medellín,"Cl. 72 # 65C-96 Sur, Concepción, 053914",413367139,10746920,10000,10756920,2023-06-24
6362,1006,dale.frantz4633,dherrera@example.org,Dale Frantz,Cartagena,"Av. Yina Núñez # 2-7, Palmar de Varela, 865089",9147377953,9006520,10000,9016520,2023-06-14
4372,1007,benjamin.mikes8746,avilaenrique@example.org,Benjamin Mikes,Medellín,"Tr. 8ª # 75-51, Ortega, 233154",5114521676,13110858,10000,13120858,2023-01-12
5428,1008,barbara.kelley5410,jcorrea@example.org,Barbara Kelley,Bogotá,"Cl. 117F # 7-8 Este, Sabanalarga, 504636",1962194471,9571518,10000,9581518,2023-12-13
8742,1009,kelly.morris1095,marcelajimenez@example.org,Kelly Morris,Cali,"Cr. 6 Bis # 8-87 Este, Guachené, 669275",4855458787,14671914,10000,14681914,2023-03-03
449,1010,robin.evans4474,fanny98@example.net,Robin Evans,Cali,"Av. carrera 34 # 49-20 Sur, Corinto, 442811",151937885,8111300,10000,8121300,2023-06-19
7888,1011,lamont.reese5442,luiscorrea@example.net,Lamont Reese,Cartagena,"Cr. 98 # 9-47, Pradera, 766317",2625095837,4326565,10000,4336565,2023-10-24
8121,1012,andrea.golden3204,gonzalezdaniel@example.net,Andrea Golden,Medellín,"Calle 38V # 20-5, Nariño, 765719",477182604,14545930,10000,14555930,2023-12-02
5940,1013,albert.dunn5397,edwinmarin@example.net,Albert Dunn,Medellín,"Av. Ramírez # 70S-3 Este, Turmequé, 528857",1262207000,26498448,10000,26508448,2023-05-13
3161,1014,emily.huff8733,vargasbeatriz@example.org,Emily Huff,Cali,"Carrera 70B Bis U # 5Q-33 Este, San José de Cúcuta, 529233",4638871567,19927816,10000,19937816,2023-06-20
11027,1015,paul.dickenson6628,uribeluz@example.net,Paul Dickenson,Bogotá,"Av. Stiven Orlando Martínez Monroy # 58-4 Este, Morroa, 477148",8466617247,429245,10000,439245,2023-06-29
6110,1016,sharon.kennedy2491,yuliana35@example.com,Sharon Kennedy,Medellín,"Cl. 4ª # 83-7, Cerrito, 958705",6777022829,16053280,10000,16063280,2023-11-10
7744,1017,rafael.flores1438,jennifervanegas@example.com,Rafael Flores,Cartagena,"Avenida calle 139 # 2-1, Inírida, 270423",4793347737,2730766,10000,2740766,2023-03-29
13311,1018,john.warne1279,sebastian12@example.org,John Warne,Cartagena,"Avenida Cardona # 6T-7 Este, Soracá, 941304",5016293661,15923675,10000,15933675,2023-08-01
3114,1019,debra.page9137,bduque@example.org,Debra Page,Medellín,"Cr. 100 # 4I-68 Sur, Tununguá, 187703",7617627865,7811322,10000,7821322,2023-04-13
5935,1020,alexia.edwards4870,hernanojeda@example.net,Alexia Edwards,Medellín,"Carrera 152 # 2O-49 Sur, Suárez, 814639",3424525341,4132185,10000,4142185,2023-02-04
12181,1021,james.nunez899,fernandoochoa@example.net,James Nunez,Bogotá,"Dg. 158I Bis # 6-60, Firavitoba, 991143",8569283134,14540496,10000,14550496,2023-12-10
8289,1022,gay.vagliardo5527,naranjojhon@example.com,Gay Vagliardo,Medellín,"Carrera 13F Bis # 13-56, Labranzagrande, 250449",2477208522,24053382,10000,24063382,2023-02-19
1025,1023,james.velasquez1712,sanchezaura@example.com,James Velasquez,Cali,"Diagonal 8 Sur # 2H-8 Sur, Fosca, 254865",548447219,15789105,10000,15799105,2023-10-23
2137,1024,kerri.mcelroy1606,naranjodiana@example.com,Kerri Mcelroy,Bogotá,"Calle 124 # 6-4, Mosquera, 685501",6046092464,17636275,10000,17646275,2023-05-19
5158,1025,norbert.pannell9948,leoncesar@example.net,Norbert Pannell,Medellín,"Cr. 67 # 26-73 Este, Ancuya, 139919",9036532840,27947297,10000,27957297,2023-09-16
10234,1026,james.seitz2782,juliangamboa@example.com,James Seitz,Cali,"Carrera 6N # 65-88, Puerto Colombia, 257448",4346122243,16432864,10000,16442864,2023-10-22
11148,1027,leo.gardner9258,juan25@example.com,Leo Gardner,Bogotá,"Av. Sonia Esther Muñoz Meneses # 65-57 Sur, Ciénaga de Oro, 990791",6959868969,9601676,10000,9611676,2023-08-24
12144,1028,vonda.audette6257,zapatajenny@example.net,Vonda Audette,Cali,"Carrera 46 # 34-9 Sur, Vélez, 706454",36456004,8007687,10000,8017687,2023-05-21
18,1029,lewis.mcginnis8450,patricia36@example.net,Lewis Mcginnis,Bogotá,"Diagonal 18 # 9-53 Este, Restrepo, 052979",2738621693,10191524,10000,10201524,2023-03-09
1997,1030,nancy.wilson3387,silvadiego@example.org,Nancy Wilson,Bogotá,"Carrera 80 # 94-2 Sur, Chámeza, 055930",1314129641,26526123,10000,26536123,2023-06-25
472,1031,donald.deweese2389,ulara@example.org,Donald Deweese,Medellín,"Carrera 107 # 31-16 Sur, Miraflores, 204284",6599353232,7846620,10000,7856620,2023-05-16
10732,1032,marisol.harmon7481,carmen75@example.net,Marisol Harmon,Bogotá,"Cr. 33 # 7-1 Este, Vergara, 139889",1273217504,13610824,10000,13620824,2023-08-10
7642,1033,nikki.hannon8243,jairo04@example.net,Nikki Hannon,Bogotá,"Cl. 92 # 47-6, Guataquí, 151271",7971295621,9145640,10000,9155640,2023-10-30
5587,1034,donald.harrison8005,hernan25@example.net,Donald Harrison,Cali,"Calle 194Y # 59-2 Este, Paratebueno, 134632",1046333846,1484224,10000,1494224,2023-09-27
1319,1035,adela.sealy2763,gonzalezalejandro@example.org,Adela Sealy,Medellín,"Transversal 128 Sur # 5D-1 Este, Campo de la Cruz, 684622",8157196119,221763,10000,231763,2023-09-17
5986,1036,vern.dumlao9610,rafaelgonzalez@example.com,Vern Dumlao,Cali,"Av. carrera 196 # 75Z-10 Este, Ambalema, 417469",1297798922,12431046,10000,12441046,2023-03-19
3199,1037,john.febus6717,edgar56@example.net,John Febus,Cali,"Calle 191 # 8-7, Yumbo, 526773",1894285442,19822344,10000,19832344,2023-03-11
6415,1038,richard.reed7531,marina86@example.org,Richard Reed,Bogotá,"Avenida Rosas # 25-83 Sur, Guadalupe, 051122",9300029211,23212455,10000,23222455,2023-06-28
7461,1039,robert.travillian1244,constanza59@example.com,Robert Travillian,Bogotá,"Cr. 76 # 9-7 Sur, Itagüí, 256174",9741784287,21373376,10000,21383376,2023-06-15
9702,1040,michael.quinn6819,fernando83@example.net,Michael Quinn,Cali,"Av. Macaravita # 2D-87, San Jacinto del Cauca, 279521",7975553393,4706280,10000,4716280,2023-12-08
4064,1041,william.norman7985,gustavomejia@example.org,William Norman,Medellín,"Cl. 3ª # 7-55 Sur, Santa Rosa, 850454",7059158665,11832140,10000,11842140,2023-02-21
164,1042,bernice.rice921,zlopez@example.org,Bernice Rice,Bogotá,"Transversal 100I Bis # 1-3 Este, San Gil, 274871",5002766330,28159285,10000,28169285,2023-12-04
4450,1043,melanie.cain8837,olgagutierrez@example.net,Melanie Cain,Bogotá,"Cl. 181 # 83-9 Este, Donmatías, 880992",7473731300,9075178,10000,9085178,2023-04-06
127,1044,lisa.seling6260,garciaandrea@example.net,Lisa Seling,Medellín,"Cl. 1ª # 20-24, Pupiales, 520604",5147143102,27607472,10000,27617472,2023-06-23
12275,1045,kent.britt1403,vsepulveda@example.net,Kent Britt,Medellín,"Cr. 27 Bis C # 9K-6 Este, Bucaramanga, 171660",2485853559,19115362,10000,19125362,2023-05-14
4334,1046,susan.farris3042,ortizgustavo@example.net,Susan Farris,Cali,"Calle 73 # 2-7 Sur, Tesalia, 766556",6103010351,3661408,10000,3671408,2023-12-08
14081,1047,claretta.walker546,nvalencia@example.com,Claretta Walker,Bogotá,"Cr. 75 # 3-73 Este, La Vega, 883451",1348120732,14339668,10000,14349668,2023-09-04
14368,1048,mary.bledsoe8384,imunoz@example.com,Mary Bledsoe,Cali,"Calle 60 # 92I-41 Sur, San Pablo, 972014",5516005140,2994354,10000,3004354,2023-02-20
6814,1049,margaret.collins8667,morajuan@example.org,Margaret Collins,Cartagena,"Carrera 174 # 73N-3, La Florida, 683298",8838337372,3879336,10000,3889336,2023-11-30
2055,1050,jillian.altro2699,eliecer88@example.net,Jillian Altro,Medellín,"Cl. 7P Este # 6-18 Este, Manta, 276067",4204593635,49702,10000,59702,2023-04-22
3184,1051,derek.bowden3485,nacosta@example.net,Derek Bowden,Cartagena,"Av. carrera 69 # 74-38 Sur, San Carlos de Guaroa, 706401",6991428279,15224528,10000,15234528,2023-11-13
3122,1052,linda.folk3981,zquintero@example.com,Linda Folk,Cartagena,"Tr. 7ª # 9-19, El Peñón, 505650",3135970106,4192793,10000,4202793,2023-08-29
14002,1053,dorothy.kennedy6306,cruzdiana@example.org,Dorothy Kennedy,Cartagena,"Cr. 153 Este # 7-5 Sur, Soplaviento, 474795",880879632,4743810,10000,4753810,2023-06-28
8186,1054,frank.suggs1416,julianlopez@example.com,Frank Suggs,Cartagena,"Transversal 167 # 9-95 Este, Pulí, 946592",2982978182,814940,10000,824940,2023-01-12
9376,1055,leon.micheau5128,uribepatricia@example.net,Leon Micheau,Bogotá,"Tr. 98 # 7-3 Sur, Acandí, 884082",6614187517,10009736,10000,10019736,2023-11-12
2859,1056,maryjo.wood8608,buitragodaniel@example.org,Maryjo Wood,Cartagena,"Av. calle 103 # 16-73 Este, Gama, 180877",9589496176,37185471,10000,37195471,2023-08-25
2757,1057,mildred.mcculloch3563,sarmientonatalia@example.com,Mildred Mcculloch,Bogotá,"Transversal 6ª # 2-97, Cali, 233964",6286435781,13354064,10000,13364064,2023-12-25
5121,1058,charles.ouellette9984,andradejuan@example.org,Charles Ouellette,Medellín,"Cl. 40 # 9-82 Este, San José de Miranda, 763914",4606843441,10688286,10000,10698286,2023-11-07
9825,1059,ernest.johnson4404,yohanagomez@example.com,Ernest Johnson,Cali,"Diagonal 76 # 51-8 Sur, Choachí, 958527",1614150534,11320170,10000,11330170,2023-02-14
4470,1060,shirley.morgret9056,andres70@example.net,Shirley Morgret,Medellín,"Cl. 8P # 80-14 Este, Pauna, 812980",4547666670,9217586,10000,9227586,2023-09-09
12467,1061,james.hawkins9766,dvergara@example.com,James Hawkins,Bogotá,"Avenida calle 89 # 12-55, Simití, 683841",4049751106,2418909,10000,2428909,2023-11-25
14878,1062,james.mcelroy5499,jose60@example.net,James Mcelroy,Medellín,"Calle 6W # 88-4, Ciénega, 472756",1896866563,24649296,10000,24659296,2023-06-07
11858,1063,lucille.clairmont6434,fsilva@example.com,Lucille Clairmont,Cali,"Transversal 24 Sur # 3-8, Gómez Plata, 660902",6347401350,3612210,10000,3622210,2023-05-22
10929,1064,george.tudor5905,luis70@example.org,George Tudor,Medellín,"Calle 39 # 47-2 Sur, Angostura, 736087",3566557484,18198999,10000,18208999,2023-05-22
13649,1065,richard.powers7137,ortegajaneth@example.org,Richard Powers,Cartagena,"Tr. 171W # 77-6, Susa, 207487",3715583837,2107432,10000,2117432,2023-11-29
10194,1066,lanora.brown3417,johanarojas@example.org,Lanora Brown,Bogotá,"Carrera 5J # 1-6 Este, San Pedro de Urabá, 940979",7295209863,8310696,10000,8320696,2023-05-03
